,filename,source_captions,target_captions,can_be_used_without_source
214,MusicDelta_CoolJazz_MIX.wav,"A trumpet and a saxophone playing a cool jazz melody, with an accompaniment of a piano, bass and drums.","A trumpet and a guitar playing a cool jazz melody, with an accompaniment of a piano, bass and drums.",0
215,MusicDelta_CoolJazz_MIX.wav,"A trumpet and a saxophone playing a cool jazz melody, with an accompaniment of a piano, bass and drums.","A trumpet and a saxophone playing a cool metal melody, with an accompaniment of a piano, bass and drums.",0
216,MusicDelta_CoolJazz_MIX.wav,"A trumpet and a saxophone playing a cool jazz melody, with an accompaniment of a piano, bass and drums.","A trumpet and a saxophone playing a funky techno melody, with an accompaniment of a piano, bass and drums.",0
217,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a saxophone, a piano, a bass guitar and drums playing.",0
218,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a trumpet, a piano, a bass guitar and drums playing.",0
219,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a guitar, a saxophone, a piano, a bass guitar and drums playing.",0
220,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a trumpet, a guitar, a piano, a bass guitar and drums playing.",0
221,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a violin, a saxophone, a piano, a bass guitar and drums playing.",0
222,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a trumpet, a violin, a piano, a bass guitar and drums playing.",0
223,MusicDelta_CoolJazz_MIX.wav,"A high quality recording of a trumpet, a saxophone, a piano, a bass guitar and drums playing.","A high quality recording of a violin, a piano, a bass guitar and drums playing.",0
224,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,"A recording of a funky, upbeat country song.",0
225,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm rock song.,1
226,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm arcade game soundtrack.,1
227,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm movie soundtrack score.,1
228,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm classical score.,1
229,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm hip hop beat.,1
230,MusicDelta_Country1_MIX.wav,A recording of a calm country song.,A recording of a calm jazz song.,1
231,MusicDelta_Country1_MIX.wav,"A man is singing while a guitar, bass and drums playing in the background a calm country song.","A woman is singing while a guitar, bass and drums playing in the background a calm country song.",0
232,MusicDelta_Country1_MIX.wav,"A man is singing while a guitar, bass and drums playing in the background a calm country song.","A man is singing while a violin, bass and drums playing in the background a calm country song.",0
233,MusicDelta_Country1_MIX.wav,"A man is singing while a guitar, bass and drums playing in the background a calm country song.","A violin playing while a guitar, bass and drums playing in the background a calm country song.",0
234,MusicDelta_Country1_MIX.wav,"A man is singing while a guitar, bass and drums playing in the background a calm country song.","A man is singing while a guitar, bass and drums playing in the background an angry metal song.",0
235,MusicDelta_Country1_MIX.wav,"A man is singing while a guitar, bass and drums playing in the background a calm country song.","An electric keyboard playing while a guitar, bass and drums playing in the background a harsh techno song.",0
236,MusicDelta_Country1_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a piano playing, and a guitar, bass and drums playing.",0
237,MusicDelta_Country1_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a woman singing, and a guitar, bass and drums playing.",0
238,MusicDelta_Country1_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a violin, bass and drums playing.",0
239,MusicDelta_Country1_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a piano, bass and drums playing.",0
240,MusicDelta_Country1_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a guitar, bass and drums playing.",0
241,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a metal song.,1
242,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a hip hop song.,1
243,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a classical song.,1
244,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a techno song.,1
245,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of an arcade game soundtrack.,1
246,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a movie soundtrack.,1
247,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of a pop song.,1
248,MusicDelta_Country2_MIX.wav,A recording of a country song.,A recording of an oriental song.,1
249,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A man is singing a country song with a guitar, bass and drums playing in the background.",0
250,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A man is singing a rock song with a guitar, bass and drums playing in the background.",0
251,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.",A woman is singing an opera song with an orchestra playing in the background.,0
252,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A violin playing a country song with a guitar, bass and drums playing in the background.",0
253,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A woman is singing a jazz song with a trumpet, bass and drums playing in the background.",0
254,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A woman is singing a country song with a violin, bass and drums playing in the background.",0
255,MusicDelta_Country2_MIX.wav,"A woman is singing a country song with a guitar, bass and drums playing in the background.","A woman is singing a country song with a trumpet, bass and drums playing in the background.",0
256,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a guitar, bass and drums playing.",0
257,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a violin playing, and a guitar, bass and drums playing.",0
258,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a woman singing, and a violin, bass and drums playing.",0
259,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a woman singing, and a piano, bass and drums playing.",0
260,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a piano playing, and a guitar, bass and drums playing.",0
261,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a trumpet playing, and a guitar, bass and drums playing.",0
262,MusicDelta_Country2_MIX.wav,"A high quality recording of a woman singing, and a guitar, bass and drums playing.","A high quality recording of a guitar, bass and drums playing.",0
263,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of an upbeat country song.,1
264,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of an upbeat techno song.,1
265,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of an angry metal song.,1
266,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of a sad rap song.,1
267,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of an epic movie soundtrack.,1
268,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of an upbeat arcade game soundtrack.,1
269,MusicDelta_Disco_MIX.wav,A recording of an upbeat disco song.,A recording of  calm jazz song.,1
270,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","A woman is singing while a guitar, bass and drums are accompanying her in a happy upbeat disco song.",0
271,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in an angry metal song.",0
272,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","Electrical keyboard is playing while a guitar, bass and drums are accompanying it in an upbeat techno song.",0
273,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","A trumpet is playing while a guitar, bass and drums are accompanying it in a happy upbeat disco song.",0
274,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","A man is singing while a trumpet, bass and drums are accompanying him in a funky upbeat jazz song.",0
275,MusicDelta_Disco_MIX.wav,"A man is singing in high pitched voice while a guitar, bass and drums are accompanying him in a happy upbeat disco song.","A kid is singing while a piano, bass and drums are accompanying him in a happy upbeat rock song.",0
276,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a woman singing, and a guitar, bass and drums playing.",0
277,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a guitar, bass and drums playing.",0
278,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a violin playing, and a guitar, bass and drums playing.",0
279,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a piano playing, and a guitar, bass and drums playing.",0
280,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a piano, bass and drums playing.",0
281,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a trumpet, bass and drums playing.",0
282,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a saxophone playing, and a guitar, bass and drums playing.",0
283,MusicDelta_Disco_MIX.wav,"A high quality recording of a man singing, and a guitar, bass and drums playing.","A high quality recording of a man singing, and a saxophone, bass and drums playing.",0
284,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of a romantic country song.,1
285,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of an angry metal song.,1
286,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of a sneaky arcade game soundtrack.,1
287,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of a tense classical music score.,1
288,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of a funky jazz song.,0
289,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of an upbeat Arabic song.,1
290,MusicDelta_FreeJazz_MIX.wav,A recording of a sneaky jazz song.,A recording of a quiet hip hop song.,1
291,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A trumpet playing a quiet jazz melody, with an accompaniment of bass and drums.",0
292,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A saxophone playing a quiet jazz melody, with an accompaniment of bass and drums.",0
293,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A piano playing a quiet jazz melody, with an accompaniment of bass and drums.",0
294,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A guitar playing a loud metal melody, with an accompaniment of bass and drums.",0
295,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A violin playing a loud classical melody, with an accompaniment of an orchestra.",0
296,MusicDelta_FreeJazz_MIX.wav,"A clarinet playing a quiet jazz melody, with an accompaniment of bass and drums.","A woman humming a quiet jazz melody, with an accompaniment of bass and drums.",0
297,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.","A high quality recording of a piano, bass and drums playing.",0
298,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.","A high quality recording of a trumpet, bass and drums playing.",0
299,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.","A high quality recording of a saxophone, bass and drums playing.",0
300,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.","A high quality recording of a piano, bass and drums playing.",0
301,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.",A high quality recording of an orchestra playing.,1
302,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.","A high quality recording of a guitar, bass and drums playing.",0
303,MusicDelta_FreeJazz_MIX.wav,"A high quality recording of a clarinet, bass and drums playing.",A high quality recording of a rock band playing.,1
304,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of a funky country song.,1
305,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of an upbeat arcade game soundtrack.,1
306,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of an angry metal song.,1
307,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of a calm and cool jazz song.,0
308,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of a funky hip hop song.,1
309,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of a funky techno song.,1
310,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of an epic classical score.,1
311,MusicDelta_FunkJazz_MIX.wav,A recording of a funky jazz song.,A recording of a mysterious Chinese song.,1
312,MusicDelta_FunkJazz_MIX.wav,"A trumpet playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.","A saxophone playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.",0
313,MusicDelta_FunkJazz_MIX.wav,"A trumpet playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.","A violin playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.",0
314,MusicDelta_FunkJazz_MIX.wav,"A trumpet playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.","A guitar playing a happy rock melody, with an accompaniment of an electric keyboard, bass and drums.",0
315,MusicDelta_FunkJazz_MIX.wav,"A trumpet playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.","A banjo playing a funky country melody, with an accompaniment of a violin, bass and drums.",0
316,MusicDelta_FunkJazz_MIX.wav,"A trumpet playing a funky jazz melody, with an accompaniment of an electric keyboard, bass and drums.","A guitar playing a funky techno melody, with an accompaniment of an electric keyboard and a synthesizer.",0
317,MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a trumpet, electric keyboard, bass and drums playing.","A high quality recording of a violin, electric keyboard, bass and drums playing.",0
318,MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a trumpet, electric keyboard, bass and drums playing.","A high quality recording of a guitar, electric keyboard, bass and drums playing.",0
319,MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a trumpet, electric keyboard, bass and drums playing.","A high quality recording of a piano, electric keyboard, bass and drums playing.",0
320,MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a trumpet, electric keyboard, bass and drums playing.","A high quality recording of a woman vocalizing, and electric keyboard, bass and drums playing.",0
321,MusicDelta_FunkJazz_MIX.wav,"A high quality recording of a trumpet, electric keyboard, bass and drums playing.","A high quality recording of electric keyboard, bass and drums playing.",0
322,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of a funky jazz song.,0
323,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of a slow cool metal song.,1
324,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of an epic orchestral movie soundtrack.,1
325,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,"A recording of a slow, romantic country song.",1
326,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of a slow cool hip hop song.,1
327,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of a slow and mysterious Arabic song.,1
328,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of a slow cool arcade game soundtrack.,1
329,MusicDelta_FusionJazz_MIX.wav,A recording of a slow cool jazz song.,A recording of an underground techno song.,1
330,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A saxophone playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a trumpet preforms a solo as well.",0
331,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A violin playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.",0
332,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A woman vocalizing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.",0
333,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A guitar playing a cool rock melody while an electric keyboard, bass and drums play in the background.",0
334,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A guitar playing a quiet harsh techno melody while an electric keyboard, bass and drums play in the background.",0
335,MusicDelta_FusionJazz_MIX.wav,"A trumpet playing a slow cool jazz melody while an electric keyboard, bass and drums play in the background, later a saxophone preforms a solo as well.","A guitar playing a romantic country melody while a piano, bass and drums play in the background.",0
336,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.","A high quality recording of a saxophone, electric keyboard, bass and drums playing.",0
337,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.","A high quality recording of a violin, saxophone, electric keyboard, bass and drums playing.",0
338,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.","A high quality recording of a guitar, saxophone, electric keyboard, bass and drums playing.",0
339,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.","A high quality recording of a piano, saxophone, electric keyboard, bass and drums playing.",0
340,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.","A high quality recording of a woman singing, and a saxophone, electric keyboard, bass and drums playing.",0
341,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.",A high quality recording of a rock band playing.,1
342,MusicDelta_FusionJazz_MIX.wav,"A high quality recording of a trumpet, saxophone, electric keyboard, bass and drums playing.",A high quality recording of an orchestra playing.,1
343,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of a rhythmic metal song.,1
344,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of an epic classical score.,1
345,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of an upbeat techno song.,1
346,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of an upbeat arcade game soundtrack.,1
347,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of an upbeat hip hop song.,1
348,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of a dark and sad gospel song.,0
349,MusicDelta_Gospel_MIX.wav,A recording of an upbeat gospel song.,A recording of an upbeat jazz song.,1
350,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A man is singing a gospel song, accompanied by guitar and drums.",0
351,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A violin is playing a gospel song, accompanied by guitar and drums.",0
352,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A banjo is playing a country song, accompanied by guitar and drums.",0
353,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A man is singing a metal song, accompanied by guitar and drums.",0
354,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A synthesizer is playing a techno song, accompanied by guitar and drums.",0
355,MusicDelta_Gospel_MIX.wav,"A woman is singing a gospel song, accompanied by guitar and drums.","A woman is singing an opera song, accompanied by strings and drums.",0
356,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a man singing with a guitar and drums playing in the background.,0
357,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a piano playing with a guitar and drums playing in the background.,0
358,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a violin playing with a guitar and drums playing in the background.,0
359,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a synthesizer playing with a guitar and drums playing in the background.,0
360,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a woman singing with a string section and drums playing in the background.,0
361,MusicDelta_Gospel_MIX.wav,A high quality recording of a woman singing with a guitar and drums playing in the background.,A high quality recording of a woman singing with an orchestra playing in the background.,0
362,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of an epic movie soundtrack.,0
363,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a dramatic arcade game soundtrack.,1
364,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a dramatic metal song.,1
365,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a romantic country song.,1
366,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a cool jazz song.,1
367,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a scary techno song.,1
368,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a rhythmic hip hop song.,1
369,MusicDelta_GriegTrolltog_MIX.wav,A recording of a dramatic classical music piece.,A recording of a dramatic Chinese music piece.,0
370,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and dramatic arcade game soundtrack, that turns loud in the middle then turns quite again.",0
371,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and dramatic metal song, that turns loud in the middle then turns quite again.",0
372,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and romantic country song, that turns loud in the middle then turns quite again.",0
373,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and scary techno song, that turns loud in the middle then turns quite again.",1
374,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and dramatic Chinese music piece, that turns loud in the middle then turns quite again.",0
375,MusicDelta_GriegTrolltog_MIX.wav,"A recording of a sneaky, quiet and dramatic classical music piece, that turns loud in the middle then turns quite again.","A recording of a sneaky, quiet and dramatic Arabic music piece, that turns loud in the middle then turns quite again.",0
376,MusicDelta_GriegTrolltog_MIX.wav,"Flutes, wind instruments and strings playing a dramatic classical music piece.","Chinese flutes, Chinese wind instruments and Chinese strings playing a dramatic Chinese music piece.",0
377,MusicDelta_GriegTrolltog_MIX.wav,"Flutes, wind instruments and strings playing a dramatic classical music piece.","Trumpets, wind instruments and strings playing a dramatic classical music piece.",0
378,MusicDelta_GriegTrolltog_MIX.wav,"Flutes, wind instruments and strings playing a dramatic classical music piece.","A piano, wind instruments and strings playing a dramatic classical music piece.",0
379,MusicDelta_GriegTrolltog_MIX.wav,"Flutes, wind instruments and strings playing a dramatic classical music piece.","A Piano, trumpets and guitars playing a jazz song.",0
380,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.","A high quality recording of a piano, wind instruments and strings playing.",0
381,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.",A high quality recording of a rock band playing.,1
382,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.","A high quality recording of trumpets, wind instruments and strings playing.",0
383,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.","A high quality recording of saxophones, wind instruments and strings playing.",0
384,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.","A high quality recording of flutes, strings playing.",0
385,MusicDelta_GriegTrolltog_MIX.wav,"A high quality recording of flutes, wind instruments and strings playing.",A high quality recording of flutes and wind instruments playing.,0
386,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a death metal song.,1
387,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of an arcade game soundtrack.,1
388,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a Chinese song.,1
389,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a classical score.,1
390,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a Arabic song.,1
391,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a jazz song.,1
392,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a techno song.,1
393,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a hip hop song.,1
394,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a pop song.,1
395,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a rap song.,1
396,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a reggae song.,1
397,MusicDelta_Grunge_MIX.wav,A recording of a grunge rock song.,A recording of a country song.,1
398,MusicDelta_Grunge_MIX.wav,"A grunge rock song of a man singing while an electric guitar, bass and drums are playing in the background.","A rock song of a woman singing while an electric guitar, bass and drums are playing in the background.",0
399,MusicDelta_Grunge_MIX.wav,"A grunge rock song of a man singing while an electric guitar, bass and drums are playing in the background.","A techno song of a synthesizer playing while an electric guitar, bass and drums are playing in the background.",0
400,MusicDelta_Grunge_MIX.wav,"A grunge rock song of a man singing while an electric guitar, bass and drums are playing in the background.","A death metal song of a man singing while an electric guitar, bass and drums are playing in the background.",0
401,MusicDelta_Grunge_MIX.wav,"A grunge rock song of a man singing while an electric guitar, bass and drums are playing in the background.","A jazz song of a man vocalizing while a violin, bass and drums are playing in the background.",0
402,MusicDelta_Grunge_MIX.wav,"A grunge rock song of a man singing while an electric guitar, bass and drums are playing in the background.","A rap song of a man rapping while an electric guitar, bass and drums are playing in the background.",0
403,MusicDelta_Grunge_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a woman singing with a rock band accompaniment.,0
404,MusicDelta_Grunge_MIX.wav,A high quality recording of a man singing with a rock band accompaniment.,A high quality recording of a man singing with an orchestra accompaniment.,0
